PHMCY_PTY_GID,ADDR_CBSA_CD,ADDR_CBSA_TITLE,ADDR_CITY_NM,ADDR_CNTY_CD,ADDR_CNTY_NM,ADDR_LINE1,ADDR_LINE2,ADDR_ST_ABBR_CD,ADDR_ZIP4_CD,ADDR_ZIP5_CD,ADDR_ZIP9_CD,AFTR_HR_IND,AUDT_DT,BE_ID,BP_SCRN_IND,BRAILLE_LBL_IND,CMPLC_MNTR_IND,CMPND_PHMCY_SRVC_IND,CNTRCT_EXPRN_DT,CNTRCT_MAIL_ORDR_IND,CVS_MAIL_IND,CVS_OWNED_IND,CVS_RTL_IND,CVS_SPCLT_IND,DLVRY_SRVC_CD,DRABL_EQPMNT_CD,DRVTHRU_IND,DZ_SPCLT_IND,E_RX_ENBL_IND,EXTN_HR_IND,FED_TAX_ID,FLU_SHOT_IND,GRP_TYP_CD,HLTH_SCRN_IND,IMMZTN_IND,INFSN_THRPY_IND,MED_REVW_IND,MSTR_GRP_CD,MSTR_GRP_NM,NCPDP_CHAIN_ID,NCPDP_CHAIN_NM,NCPDP_CHAIN_PHONE_NBR,NCPDP_FRANCH_ID,NCPDP_FRANCH_NM,NCPDP_FRANCH_PHONE_NBR,NCPDP_PRVDR_ID,NPI_ID,ONSITE_CLNC_IND,OPN_24_HR_IND,OPN_7_DAY_IND,PHMCY_CLS_CD,PHMCY_DSPNS_DESC,PHMCY_FAX_NBR,PHMCY_NM,PHMCY_PHONE_NBR,PHMCY_SRVC_TYP_CD,PREV_NABP_CD,QL_CHAIN_ID,QL_CHAIN_NM,QL_ENTY_TYP_CD,REC_CHG_TS,RECAP_CHAIN_ID,RECAP_CHAIN_NM,RECAP_CHAIN_PHONE_NBR,REUSE_IND,REUSE_NBR,SPCLT_INT_PHMCY_GRP_NM,SPCLT_PHMCY_IND,SPCLT_PHMCY_TYP_CD,BUS_UNT_NM,PHMCY_SIZING_NM,PHMCY_340B_IND,PHMCY_340B_STUS_CD,DRVD_PHMCY_IND,SPKN_PRNT_LANG_1_TXT,SPKN_PRNT_LANG_2_TXT,SPKN_PRNT_LANG_3_TXT,SPKN_PRNT_LANG_4_TXT,SPKN_PRNT_LANG_5_TXT,SRC_CD,SRC_CHG_TS,STORE_ID,STUS_CD,RECAP_STUS_CD,UNIVERSAL_MAIL_IND,VISN_SRVC_IND,WRTN_MTRL_IND,WRTN_PRNT_LANG_1_TXT,WRTN_PRNT_LANG_2_TXT,WRTN_PRNT_LANG_3_TXT,WRTN_PRNT_LANG_4_TXT,WRTN_PRNT_LANG_5_TXT
1546542205, , ,CYNTHIANA,97,HARRISON COUNTY,127 KY HWY 32 W, ,KY, ,41031,41031,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,F,N,N,,Y,,332637616,N,A,,,,N,A904,ELEVATE, , , , , , ,1841635,1.01004E+11,,N,N,INDPNDNT, ,8596581755,HMH CLINIC PHARMACY SOUTH,8592982424,CRP,0,959,JAFFE DRUG STORES INC,1,26:19.0,A904,ELEVATE PROVIDER NETWORK, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,Y,38,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,N,ENGLISH, , , , 
1331955513,31100,"LOS ANGELES-LONG BEACH-SANTA ANA, CA",STANTON,59,ORANGE COUNTY,12505 BEACH BLVD SUITE A2, ,CA, ,90680,90680,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,L,N,,Y,,832086974,Y,I,,,,Y,0,INDEPENDENTS, , , , , , ,5669950,1.01265E+11,,N,N,INDPNDNT, ,7142489115,VN CARE PHARMACY,7145849599,CRP,0,0,INDEPENDENTS,1,30:48.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,VIETNAMESE,SPANISH, , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,SPANISH,VIETNAMESE,ENGLISH, , 
143568, , ,TULIA,437,SWISHER COUNTY,105 SW 2ND ST, ,TX, ,79088,79088,N,00:00.0,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,300438382,,I,,,,Y,0,INDEPENDENTS, , , , , , ,4532809,1.01437E+11,,N,N,INDPNDNT, ,8069953278,MOORE THAN MEDICINE,8069953551,CRP,453280, , ,,09:33.0,0, , ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,Y,37,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
1492681172,23540,"GAINESVILLE, FL",HAWTHORNE,1,ALACHUA COUNTY,6925 SE US HIGHWAY 301, ,FL,3966,32640,32640,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,F,L,N,,Y,,881663663,,I,,,,Y,0,INDEPENDENTS, , , , , , ,5754278,1.01347E+11,,N,N,INDPNDNT, ,3523254755,JRA HEALTH LLC,3524431684,HITP,0,0,INDEPENDENTS,1,40:15.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
14854,16740,"CHARLOTTE-GASTONIA-CONCORD, NC-SC",CHARLOTTE,119,MECKLENBURG COUNTY,1701 ABBEY PLACE,,NC,    ,28209,28209,Y,1800-01-01 00:00:00.000,3416054,N,,Y,N,00:00.0,N,N,N,N,N,F,L,N,,Y,,261451047,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,3416054,1.01751E+11,,N,N,INDPNDNT, ,7045618580,HEALTHY AT HOME CMC HOME INF &,7045125333,HITP,0,0,INDEPENDENTS,1,40:15.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,Y,38,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1218968636,29820,"LAS VEGAS-PARADISE, NV",LAS VEGAS,3,CLARK COUNTY,6730 N HUALAPAI WAY, ,NV,1358,89149,89149-1358,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,L,N,,Y,,820184434,Y,C,,,,Y,6929,ALBERTSONS,3,ABS LLC SO CAL AND IMW,2083953954, , , ,2995198,1.01327E+11,,N,Y,CHN,CHAIN RETAIL,7026704961,SAV-ON PHARMACY,7026704960,CRP,0,3,ALBERTSON'S INC,1,30:48.0,2029,ALBERTSONS LLC, ,N,0,ALBERTSONS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,3489,A         ,A         ,N,,Y,ENGLISH, , , , 
7727084,29460,"LAKELAND, FL",HAINES CITY,105,POLK COUNTY,280 PATTERSON RD STE 2, ,FL,6261,33844,33844-6261,,1800-01-01 00:00:00.000, ,,,,N,00:00.0,N,N,N,N,N,N,N,N,,Y,,264357181,,,,,,,,, , , , , , ,1054585,1.01963E+11,,N,,INDPNDNT, ,8133886871,HEART OF FLORIDA PHARMACY,8139820736,CRP,0, , ,,16:06.0, , , ,Y,1,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,NCPDP     ,00:00.0,,I         ,          ,N,,,HINDI, , , , 
1370445411,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",FLUSHING,81,QUEENS COUNTY,19406 NORTHERN BLVD, ,NY,3033,11358,11358-3033,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,F,L,N,,Y,,844986741,,A,,,,Y,A603,LEADER DRUG STORE INC, , , , , , ,5831400,1.01842E+11,,N,N,INDPNDNT, ,3475423838,UNION PHARMACY,3474381400,CRP,0,0,INDEPENDENTS,1,05:00.0,A603,LEADER DRUG STORE INC, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,KOREAN, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,KOREAN,ENGLISH, , , 
1101171303,41740,"SAN DIEGO-CARLSBAD-SAN MARCOS, CA",SAN DIEGO,73,SAN DIEGO COUNTY,10119 CARROLL CANYON RD,,CA,    ,92131,92131,,1800-01-01 00:00:00.000,5601427,,,,,00:00.0,N,N,N,N,N,,,,,,, ,,,,,,,,, , , , , , ,5601427,1.01669E+11,,,,, , ,"LIFECARE SOLUTIONS, INC.", ,,0,0,INDEPENDENTS,1,30:48.0, , , ,Y,1,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
109697,30780,"LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, AR",JACKSONVILLE,119,PULASKI COUNTY,819 W MAIN ST,,AR,4435,72076,72076-4435,N,00:00.0,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,L,L,Y,,Y,,361924025,Y,C,,,,Y,1002,WALGREENS,226,WALGREENS DRUG STORE,2177092351, , , ,422030,1.01791E+11,,N,Y,CHN,CHAIN RETAIL,5012410228,WALGREENS,5012410225,CRP,0,226,WALGREENS CORPORATION,1,40:15.0,1002,WALGREENS CORPORATION, ,N,0,WALGREENS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,2364,A         ,A         ,N,,Y,ENGLISH, , , , 
1521456985,33100,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL",FORT LAUDERDALE,11,BROWARD COUNTY,6301 NW 5TH WAY STE 1410B, ,FL,6131,33309,33309-6131,,1800-01-01 00:00:00.000,Z934991,,,,,00:00.0,N,N,N,N,N,,,,,,,465478630,,,,,,,,, , , , , , ,5757325,1.01568E+11,,,,, ,8338983992,BLUE SKY SPECIALTY PHARMACY,8668220103,,0,0,INDEPENDENTS,1,56:44.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,FRENCH,ENGLISH,RUSSIAN,PORTUGUESE,SPANISH
90121,46340,"TYLER, TX",TYLER,423,SMITH COUNTY,2323 W FRONT ST, ,TX,7704,75702,75702-7704,Y,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,F,N,N,,Y,,270556097,Y,C,,,,Y,7945,"GENOA, A QOL HEALTHCARE CO LLC",945,"GENOA HEALTHCARE, LLC",2532180830, , , ,4542850,1.01589E+11,,N,N,CHN,CHAIN LONG TERM CARE,9035953394,GENOA HEALTHCARE LLC,9035953100,LTCP,0,945,MEDFUSION RX/QOL MEDS,1,30:48.0,7945,"GENOA, A QOL HEALTHCARE CO LLC", ,N,0,GENOA-QOL HEALTHCARE,N, ,HEALTH SYSTEM,PBM/HEALTH PLAN OWNED,Y,37,N,SPANISH, , , , ,R         ,00:00.0,50,A         ,A         ,N,,Y,ENGLISH, , , , 
2700,19100,"DALLAS-FORT WORTH-ARLINGTON, TX",ALLEN,85,COLLIN COUNTY,1320 W MCDERMOTT DR,,TX,2844,75013,75013-2844,N,00:00.0,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,N,L,Y,,Y,,311678530,Y,C,,,,Y,1029,KROGER,113,THE KROGER CO,5137627083, , , ,4508555,1.01417E+11,,N,Y,CHN,CHAIN RETAIL,2144950206,KROGER PHARMACY,2144950204,CRP,0,113,KROGER COMPANY-KROGER EAST,1,40:15.0,1029,KROGER COMPANY/CINCINNATI DIV, ,N,0,KROGER,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,35568,A         ,A         ,N,,Y,ENGLISH, , , , 
117548,33100,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL",WEST PALM BEACH,99,PALM BEACH COUNTY,2050 45TH ST,,FL,2019,33407,33407-2019,N,00:00.0,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,L,L,Y,,Y,,361924025,Y,C,,,,Y,1002,WALGREENS,226,WALGREENS DRUG STORE,2177092351, , , ,1085073,1.01084E+11,,N,Y,CHN,CHAIN RETAIL,5618424595,WALGREENS,5618428799,CRP,0,226,WALGREENS CORPORATION,1,30:48.0,1002,WALGREENS CORPORATION,,N,0,WALGREENS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,4765,A         ,A         ,N,,Y,ENGLISH, , , , 
102519,33340,"MILWAUKEE-WAUKESHA-WEST ALLIS, WI",MILWAUKEE,79,MILWAUKEE COUNTY,5000 W CHAMBERS ST STE 1801, ,WI,1650,53210,53210-1650,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,L,N,N,,Y,,391613624,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,5127572,1.01094E+11,,N,N,ADS, ,4144472592,ASCENSION RX,4144472585,CP,0,0,INDEPENDENTS,1,09:57.0,A605,HEALTH MART ATLAS, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,Y,37,N,SPANISH, , , , ,R         ,00:00.0,1103,A         ,A         ,N,,Y,ENGLISH, , , , 
128682,19820,"DETROIT-WARREN-LIVONIA, MI",WEST BLOOMFIELD,125,OAKLAND COUNTY,6070 W MAPLE RD,,MI,2212,48322,48322-2212,,1800-01-01 00:00:00.000,ADJUDICATI,,,,,00:00.0,N,N,Y,Y,N,L,N,Y,,Y,,364525289,Y,C,,,,,1077,CVS,39,CVS PHARMACY INC,4017651500, , , ,2360078,1.01649E+11,,N,Y,CHN,CHAIN RETAIL,2488651193,CVS PHARMACY,2488652290,CRP,0,39,CVS PHARMACY,1,40:15.0,1091,CVS PHARMACY (REVCO ARBOR), ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,8239,A         ,A         ,N,,, , , , , 
33513,22020,"FARGO, ND-MN",FARGO,17,CASS COUNTY,3902 13TH AVE S STE 3706,,ND,7512,58103,58103-7512,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,C,N,N,,Y,,450380795,N,A,,,,Y,A783,ALIGNRX, , , , , , ,3502994,1.01488E+11,,N,N,INDPNDNT, ,7012812728,"WEST ACRES PHARMACY, INC.",7012820285,CRP,0, , ,,23:30.0,A783,ALIGNRX,,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,Y,37,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1462453453,19820,"DETROIT-WARREN-LIVONIA, MI",MELVINDALE,163,WAYNE COUNTY,3702 OAKWOOD BLVD STE 2, ,MI,    ,48122,48122,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,F,L,N,,Y,,874580407,,A,,,,Y,A769,PHARMACY PROVIDERS OF OKLAHOMA, , , , , , ,2390196,1.01255E+11,,N,N,INDPNDNT, ,3137685231,PROSPECT PHARMACY LLC,3137685232,CRP,0, , ,,31:42.0,A769,PHARMACY PROVIDERS OF OKLAHOMA,,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,ARABIC, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ARABIC,ENGLISH,ARABIC, , 
1049114813,42660,"SEATTLE-TACOMA-BELLEVUE, WA",BURIEN,33,KING COUNTY,12725 1ST AVE S, ,WA,2683,98168,98168,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,L,N,,Y,,943019135,Y,C,,,,Y,2000,SAFEWAY,400,SAFEWAY INC,2083953954, , , ,4937263,1.01933E+11,,N,Y,CHN,CHAIN RETAIL,2065667306,SAFEWAY PHARMACY,2065667303,CRP,0,400,SAFEWAY STORES INC,1,40:15.0,2003,SAFEWAY INC - DENVER DIVISON, ,N,0,ALBERTSONS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,3120,A         ,A         ,N,,Y,ENGLISH, , , , 
14059,37020,"OWOSSO, MI",OWOSSO,155,SHIAWASSEE COUNTY,1315 E M 21, ,MI, ,48867,48867,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,N,L,Y,,Y,,380900860,Y,C,,,,Y,1029,KROGER,113,THE KROGER CO,5137627083, , , ,2363961,1.01216E+11,,N,Y,CHN,CHAIN RETAIL,9897290635,KROGER PHARMACY,9897290275,CRP,0,113,KROGER COMPANY-KROGER EAST,1,40:15.0,1029,KROGER COMPANY/CINCINNATI DIV, ,N,0,KROGER,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,16795,A         ,A         ,N,,Y,ENGLISH, , , , 
20074,15540,"BURLINGTON-SOUTH BURLINGTON, VT",SOUTH BURLINGTO,7,CHITTENDEN COUNTY,935 SHELBURNE RD STE 300, ,VT,    ,5403,5403,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,L,L,N,,Y,,30222879,Y,C,,,,Y,2086,HANNAFORD,233,HANNAFORD BROS CO LLC,2078857454, , , ,4702026,1.01105E+11,,N,Y,CHN,CHAIN RETAIL,8028646409,HANNAFORD FOOD & DRUG,8028631842,CRP,0,233,"HANNAFORD BROS. CO., INC.",1,30:48.0,2086,"HANNAFORD BROS. CO., INC.",,N,0,HANNAFORD,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0,303,A         ,A         ,N,,Y,ENGLISH, , , , 
301280013,12060,"ATLANTA-SANDY SPRINGS-MARIETTA, GA",ATLANTA,89,DEKALB COUNTY,1833 CLIFTON RD NE RM 115,ROOM 115,GA,4021,30329,30329-4021,Y,1800-01-01 00:00:00.000,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,N,N,N,,N,,581529366,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,1162902,1.01256E+11,,N,N,ADS, ,4047286930,BUDD TERRACE PHARMACY,4047286807,LTCP,0,0,INDEPENDENTS,1,40:15.0,0, , ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,N,ENGLISH, , , , 
25172,12420,"AUSTIN-ROUND ROCK, TX",AUSTIN,453,TRAVIS COUNTY,711 W 38TH ST STE C3,,TX,1126,78705,78705-1126,N,00:00.0,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,L,N,,Y,,742588303,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,4582587,1.01558E+11,,N,N,CHN,CHAIN RETAIL,5124581882,38TH ST PHARMACY INC,5124583784,CRP,457680,0,INDEPENDENTS,1,17:16.0,0, ,,N,0,38TH ST PHARMACY INC,N, ,SPECIALTY,SPECIALTY (NON-CVS),Y,37,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,SPANISH,ENGLISH, , , 
64366,45300,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",TAMPA,57,HILLSBOROUGH COUNTY,2808 W DR MLK JR BLVD, ,FL, ,33607,33607,N,00:00.0,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,N,N,N,,Y,,592420282,,A,,,,N,4014,EPIC RX PHARMACY NETWORK INC,A24,TAMPA FAMILY HEALTH CENTER INC,8138660930, , , ,1024227,1.01478E+11,,N,N,INDPNDNT, ,8133371086,TFHC 17 PHARMACY,8133371090,CRP,0,6924,TAMPA FAMILY HEALTH CENTERS,1,40:15.0,6924,TAMPA FAMILY HEALTH CENTERS, ,N,0,TAMPA FAMILY HEALTH CENTERS,N, ,RETAIL,INDEPENDENTS,Y,38,N,SPANISH, , , , ,R         ,00:00.0,17,A         ,A         ,N,,N,ENGLISH,SPANISH, , , 
81658,24660,"GREENSBORO-HIGH POINT, NC",SUMMERFIELD,81,GUILFORD COUNTY,4601 US HIGHWAY 220 N, ,NC,9207,27358,27358-9207,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,N,N,00:00.0,N,N,Y,Y,N,L,N,Y,,Y,,203649570,Y,C,,,,N,1077,CVS,177,CVS PHARMACY INC,4017651500, , , ,3420647,1.01165E+11,,N,Y,CHN,CHAIN RETAIL,3366433174,CVS PHARMACY,3366437738,CRP,0,177,CVS PHARMACY (REVCO ARBOR),1,40:15.0,1091,CVS PHARMACY (REVCO ARBOR), ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,5532,A         ,A         ,N,,N, , , , , 
112185,14460,"BOSTON-CAMBRIDGE-QUINCY, MA-NH",FRAMINGHAM,17,MIDDLESEX COUNTY,653 WORCESTER RD, ,MA,5222,1701,01701-5222,N,00:00.0,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,L,L,Y,,Y,,361924026,Y,C,,,,Y,1002,WALGREENS,226,WALGREENS DRUG STORE,2177092351, , , ,2232964,1.01014E+11,,N,Y,CHN,CHAIN RETAIL,5086206482,WALGREENS,5086201608,CRP,0,226,WALGREENS CORPORATION,1,40:15.0,1002,WALGREENS CORPORATION, ,N,0,WALGREENS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,2861,A         ,A         ,N,,Y,ENGLISH, , , , 
30821,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",NORTH BERGEN,17,HUDSON COUNTY,8416 KENNEDY BLVD, ,NJ, ,7047,7047,Y,00:00.0,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,F,L,N,,Y,,272095280,N,A,,,,Y,A603,LEADER DRUG STORE INC, , , , , , ,3133016,1.01418E+11,,N,N,INDPNDNT, ,2018698371,ATLAS DRUG AND NUTRITION,2018695990,CRP,313301, , ,,30:48.0,A603,LEADER DRUG STORE INC, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N,ARABIC,SPANISH, , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
44178, , ,ELDORA,83,HARDIN COUNTY,1602 EDGINGTON AVE, ,IA, ,50627,50627,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,262347195,,I,,,,Y,0,INDEPENDENTS, , , ,139,MEDICAP PHARMACIES INC,8888875323,1621641,1.01175E+11,,N,N,FRNCHS, ,6418583189,MEDICAP PHARMACY,6418583567,CRP,162164,139,MEDICAP PHARMACIES,1,18:22.0,0, , ,N,0,MEDICAP PHARMACY,N, ,SPECIALTY,INDEPENDENTS,Y,37,N, , , , , ,R         ,00:00.0,8095,A         ,A         ,N,,Y,ENGLISH, , , , 
1531231716,16980,"CHICAGO-NAPERVILLE-JOLIET, IL-IN-WI",SHOREWOOD,197,WILL COUNTY,950 BROOKFOREST AVE, ,IL,8846,60404,60404-8846,,1800-01-01 00:00:00.000,Z933751,,,,,00:00.0,N,N,N,N,N,,,,,,,934855170,,,,,,,,, , , , , , ,1499789,1.01094E+11,,,,, ,8155772751,MARIANO'S PHARMACY #0526,8155772747,,0,7102,1918 WINTER ST OPERATING CO LL,1,57:08.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
123176, , ,GAYLORD,143,SIBLEY COUNTY,660 3RD ST, ,MN, ,55334,55334,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,N,N,,Y,,201832189,Y,I,,,,Y,0,INDEPENDENTS, , , , , , ,2426636,1.01659E+11,,N,N,INDPNDNT, ,5072372935,FIRST CHOICE PHARMACY,5072372933,CRP,0, , ,,43:38.0,0, , ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
151011,37900,"PEORIA, IL",EAST PEORIA,179,TAZEWELL COUNTY,200 N MAIN ST, ,IL,2549,61611,61611-2549,N,00:00.0,ADJUDICATI,N,,N,N,00:00.0,N,N,Y,Y,N,L,N,Y,,Y,,371414552,Y,C,,,,N,1077,CVS,177,CVS PHARMACY INC,4017651500, , , ,1448198,1.01105E+11,,N,Y,CHN,CHAIN RETAIL,3096942097,CVS PHARMACY,3096941496,CRP,0,177,CVS PHARMACY (REVCO ARBOR),1,40:15.0,1091,CVS PHARMACY (REVCO ARBOR), ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,6453,A         ,A         ,N,,N, , , , , 
83269,40900,"SACRAMENTO--ARDEN-ARCADE--ROSEVILLE, CA",DAVIS,113,YOLO COUNTY,2660 W COVELL BLVD, ,CA,5645,95616,95616-5645,N,00:00.0,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,N,N,N,,Y,,946036494,Y,A,,,,Y,A904,ELEVATE,B12,UCDHS PHARMACIES,9167343309, , , ,504135,1.01115E+11,,N,N,ADS, ,5307473060,UC DAVIS CLINIC PHARMACY,5307473051,CRP,0,0,INDEPENDENTS,1,40:15.0,A904,ELEVATE PROVIDER NETWORK, ,N,0,OTHER,Y,O,RETAIL,INDEPENDENTS,Y,38,Y,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
53905,17660,"COEUR D'ALENE, ID",HAYDEN,55,KOOTENAI COUNTY,8093 CORNERSTONE DR, ,ID, ,83835,83835,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,C,N,Y,,Y,,820440746,,A,,,,Y,A904,ELEVATE, , , , , , ,1306275,1.01023E+11,,N,N,INDPNDNT, ,2087629198,MEDICINE MAN PRAIRIE PHARMACY,2087629355,CRP,130627, , ,,30:48.0,A904,ELEVATE PROVIDER NETWORK, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,Y,37,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1484366055, , ,COLUMBUS,21,CHEROKEE COUNTY,116 W PINE ST, ,KS,1705,66725,66725-1705,,1800-01-01 00:00:00.000,Z939640,,,,,00:00.0,N,N,N,N,N,,,,,,,480810802,,,,,,,,, , , , , , ,1723863,1.0177E+11,,,,, ,6204291322,EVANS DRUG INC.,6204293322,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,Y,37,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1510159874, , ,HAYTI,155,PEMISCOT COUNTY,225 S 3RD ST, ,MO, ,63851,63851,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,931801827,,A,,,,Y,A605,STRATEGIC HEALTH ALLIANCE, , , , , , ,2648686,1.01418E+11,,N,N,INDPNDNT, ,5733592266,SEMO DRUGS PHARMACY,5733591646,CRP,260677,0,INDEPENDENTS,1,15:45.0,A605,HEALTH MART ATLAS, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0,1,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
